Lambda,2019DOY239F013Cotton_p100100000.asd,2019DOY239F013Cotton_p100200000.asd,2019DOY239F013Cotton_p100300000.asd,2019DOY239F013Cotton_p100400000.asd,2019DOY239F013Cotton_p100500000.asd,2019DOY239F013Cotton_p100600000.asd,2019DOY239F013Cotton_p100700000.asd,2019DOY239F013Cotton_p100800000.asd,2019DOY239F013Cotton_p100900000.asd,2019DOY239F013Cotton_p101000000.asd,2019DOY239F013Cotton_p101100000.asd,2019DOY239F013Cotton_p101200000.asd,2019DOY239F013Cotton_p101300000.asd,2019DOY239F013Cotton_p101400000.asd,2019DOY239F013Cotton_p101500000.asd,2019DOY239F013Cotton_p101600000.asd,2019DOY239F013Cotton_p101700000.asd,2019DOY239F013Cotton_p101800000.asd,2019DOY239F013Cotton_p101900000.asd,2019DOY239F013Cotton_p102000000.asd,2019DOY239F013Cotton_p102100000.asd,2019DOY239F013Cotton_p102200000.asd,2019DOY239F013Cotton_p102300000.asd,2019DOY239F013Cotton_p102400000.asd,2019DOY239F013Cotton_p102500000.asd,2019DOY239F013Cotton_p102600000.asd,2019DOY239F013Cotton_p102700000.asd,2019DOY239F013Cotton_p102800000.asd,2019DOY239F013Cotton_p102900000.asd,2019DOY239F013Cotton_p103000000.asd,2019DOY239F013Cotton_p103100000.asd,2019DOY239F013Cotton_p103200000.asd,2019DOY239F013Cotton_p103300000.asd,2019DOY239F013Cotton_p103400000.asd,2019DOY239F013Cotton_p103500000.asd,2019DOY239F013Cotton_p103600000.asd,2019DOY239F013Cotton_p103700000.asd,2019DOY239F013Cotton_p103800000.asd,2019DOY239F013Cotton_p103900000.asd,2019DOY239F013Cotton_p104000000.asd,2019DOY239F013Cotton_p104100000.asd,2019DOY239F013Cotton_p104300000.asd,2019DOY239F013Cotton_p104400000.asd,2019DOY239F013Cotton_p104500000.asd,2019DOY239F013Cotton_p104600000.asd,2019DOY239F013Cotton_p104700000.asd,2019DOY239F013Cotton_p104800000.asd,2019DOY239F013Cotton_p200100000.asd,2019DOY239F013Cotton_p200300000.asd,2019DOY239F013Cotton_p200400000.asd,2019DOY239F013Cotton_p200500000.asd,2019DOY239F013Cotton_p200600000.asd,2019DOY239F013Cotton_p200700000.asd,2019DOY239F013Cotton_p200800000.asd,2019DOY239F013Cotton_p200900000.asd,2019DOY239F013Cotton_p201100000.asd,2019DOY239F013Cotton_p201200000.asd,2019DOY239F013Cotton_p201300000.asd,2019DOY239F013Cotton_p201400000.asd,2019DOY239F013Cotton_p201500000.asd,2019DOY239F013Cotton_p201600000.asd,2019DOY239F013Cotton_p201700000.asd,2019DOY239F013Cotton_p201800000.asd,2019DOY239F013Cotton_p201900000.asd,2019DOY239F013Cotton_p202000000.asd,2019DOY239F013Cotton_p202100000.asd,2019DOY239F013Cotton_p202200000.asd,2019DOY239F013Cotton_p202300000.asd,2019DOY239F013Cotton_p202400000.asd,2019DOY239F013Cotton_p202500000.asd,2019DOY239F013Cotton_p202600000.asd,2019DOY239F013Cotton_p202700000.asd,2019DOY239F013Cotton_p202800000.asd,2019DOY239F013Cotton_p202900000.asd,2019DOY239F013Cotton_p203000000.asd,2019DOY239F013Cotton_p203100000.asd,2019DOY239F013Cotton_p203200000.asd,2019DOY239F013Cotton_p203300000.asd,2019DOY239F013Cotton_p203400000.asd,2019DOY239F013Cotton_p203500000.asd,2019DOY239F013Cotton_p203600000.asd,2019DOY239F013Cotton_p203700000.asd,2019DOY239F013Cotton_p203800000.asd,2019DOY239F013Cotton_p203900000.asd,2019DOY239F013Cotton_p204000000.asd,2019DOY239F013Cotton_p204100000.asd,2019DOY239F013Cotton_p204200000.asd,2019DOY239F013Cotton_p204300000.asd,2019DOY239F013Cotton_p204400000.asd,2019DOY239F013Cotton_p204500000.asd,2019DOY239F013Cotton_p204600000.asd,2019DOY239F013Cotton_p204700000.asd,2019DOY239F013Cotton_p204800000.asd
651,0.05483781,0.055615409,0.052471208,0.051490548,0.055596301,0.052099662,0.055078336,0.055138534,0.061364129,0.054557917,0.061059439,0.050302505,0.06033028,0.052451049,0.048005833,0.079778116,0.054342422,0.055126448,0.060975036,0.056768789,0.052396938,0.063244584,0.054393856,0.054127881,0.060165567,0.046895732,0.0500406,0.056343434,0.052455513,0.05747756,0.052082015,0.061412815,0.052265226,0.052359152,0.056698893,0.058130266,0.054164429,0.056865081,0.053730026,0.056052919,0.05497496,0.057234136,0.057829681,0.056201359,0.058497154,0.056621265,0.057550972,0.068052511,0.056662962,0.055757286,0.058004821,0.058751628,0.058681334,0.060192282,0.058366533,0.055395713,0.062060787,0.062726734,0.053428251,0.060297139,0.060810361,0.061622464,0.059525614,0.059107942,0.055818008,0.055783225,0.050983276,0.05975635,0.062714356,0.058781177,0.057687171,0.078437517,0.059807633,0.053925398,0.063736743,0.071581194,0.052874402,0.055004963,0.059574955,0.062604623,0.056519157,0.058724536,0.059126019,0.051523612,0.064613027,0.060875885,0.067343087,0.059790464,0.052302487,0.057723866,0.060337672,0.067980129,0.065060572
652,0.054425144,0.055201768,0.052157982,0.051162066,0.055092116,0.051654649,0.054559662,0.054778999,0.060913203,0.054182281,0.060488581,0.049984374,0.059843852,0.052046162,0.047639745,0.079255844,0.05402753,0.054684209,0.060331249,0.056211271,0.052015066,0.062571627,0.053841976,0.053743824,0.059625149,0.046507619,0.049597659,0.055832087,0.052001423,0.056843156,0.051663498,0.060991295,0.051893469,0.051945618,0.056155775,0.057711339,0.053714558,0.056374381,0.053365873,0.055742434,0.05449367,0.0567188,0.057275268,0.05563027,0.057976167,0.056049125,0.057149676,0.067429075,0.056280622,0.055482899,0.057683856,0.058280442,0.058155437,0.059862049,0.05787272,0.055085019,0.061452856,0.062263696,0.05312939,0.059772026,0.06036766,0.061073411,0.059088654,0.058707244,0.055471437,0.055423204,0.050650204,0.059229913,0.062239119,0.058427863,0.057316211,0.077929878,0.059402382,0.053573163,0.06324043,0.070845556,0.05263775,0.054663027,0.059212371,0.062197873,0.056072694,0.058198184,0.058788406,0.051250917,0.064143043,0.060487953,0.066709346,0.059244099,0.052082049,0.057334329,0.05986213,0.067553049,0.064623028
653,0.053992014,0.054852017,0.05184062,0.050847407,0.054647961,0.051225005,0.054005972,0.05440859,0.060424636,0.053831438,0.059988871,0.04960985,0.059335782,0.051681365,0.047355957,0.078706562,0.053634486,0.054248149,0.05968091,0.055756823,0.05164146,0.061941199,0.053281089,0.053380783,0.059146733,0.046128194,0.049190663,0.055348361,0.051659987,0.056260584,0.051311258,0.060537181,0.051558387,0.051530331,0.0556658,0.057271906,0.05331242,0.055951425,0.052988608,0.055418941,0.054050117,0.056203203,0.05677446,0.055142096,0.057477296,0.055500247,0.056793309,0.066859718,0.055956217,0.055242088,0.05736164,0.057839144,0.057702212,0.059500353,0.057368637,0.054753385,0.060882822,0.061873068,0.052870279,0.059271973,0.0598662,0.060468609,0.058687136,0.058328645,0.055186014,0.05510073,0.050344226,0.058662603,0.0617589,0.058162122,0.056911332,0.077456226,0.059043339,0.053214292,0.062773448,0.070140011,0.052427017,0.054322694,0.058865089,0.061820208,0.05565463,0.057699816,0.058456299,0.050958663,0.063666489,0.060154209,0.066101344,0.058732032,0.051865956,0.056977703,0.059397234,0.06710808,0.064220807
654,0.053564848,0.054428547,0.051401864,0.050452329,0.054131426,0.050768214,0.053441706,0.054078988,0.059861562,0.05341771,0.059300406,0.049250601,0.058759015,0.051303527,0.046938,0.07813202,0.05327351,0.053795203,0.058963157,0.055197925,0.051174296,0.061283535,0.052646578,0.05297818,0.058593814,0.045702946,0.048725305,0.054787973,0.051079308,0.055620901,0.050833675,0.060086444,0.051182842,0.051133343,0.055165971,0.056741256,0.052829629,0.05543789,0.052534684,0.055049826,0.053537228,0.055693126,0.056262759,0.054580978,0.05689637,0.05489625,0.056383257,0.066219134,0.055547142,0.054897587,0.056978542,0.057394844,0.057157737,0.059125306,0.056856528,0.054378226,0.060251084,0.061320039,0.052584262,0.058671003,0.0594096,0.059883576,0.058241659,0.057927722,0.054767282,0.054779756,0.050033136,0.058095511,0.061240466,0.057709867,0.056472428,0.076891486,0.058609203,0.052801811,0.062200016,0.069394894,0.052191688,0.053939461,0.058415542,0.061375652,0.055152774,0.057163776,0.058055111,0.050603364,0.063088813,0.059738812,0.06549679,0.058149111,0.051546985,0.056533736,0.058905545,0.066556105,0.063754548
655,0.053104514,0.053994762,0.051030437,0.050075534,0.0536656,0.050309187,0.052881623,0.053723772,0.059334013,0.0529861,0.058633938,0.04883833,0.058218782,0.050895961,0.046543718,0.077557867,0.052952777,0.05331403,0.058287745,0.054626168,0.050732411,0.060573844,0.052020229,0.052574514,0.05804121,0.045304073,0.048254768,0.054238679,0.050565673,0.054973247,0.050351599,0.059574845,0.050795136,0.050731401,0.054609406,0.056230255,0.052326591,0.054922605,0.052089359,0.054686492,0.053030218,0.055111986,0.05573698,0.053992497,0.056313529,0.054291091,0.055930327,0.065507917,0.055165227,0.054567132,0.056611496,0.056935541,0.056588302,0.058764552,0.056365083,0.053965135,0.059593906,0.060807615,0.052259212,0.058077982,0.05893299,0.059235849,0.057820263,0.057524797,0.054345693,0.054382715,0.049671981,0.057484723,0.06073778,0.057252518,0.056057961,0.076299104,0.058225676,0.052367701,0.061607195,0.068617639,0.051970052,0.053549054,0.057973064,0.060926462,0.054666156,0.056607226,0.057669997,0.050277414,0.062488418,0.059289069,0.064874971,0.057567117,0.051248953,0.056097684,0.058432023,0.066032949,0.063272132
656,0.052623182,0.053559546,0.050681541,0.049702498,0.053210231,0.049822128,0.052298673,0.053319448,0.05880889,0.052529487,0.057964249,0.048419287,0.057686958,0.0504697,0.046178787,0.076917237,0.052600435,0.052805117,0.057572349,0.054026112,0.050289986,0.059797039,0.051386773,0.052153294,0.057472267,0.044903141,0.047770686,0.053662057,0.050091846,0.054270797,0.049860732,0.059028351,0.050402587,0.050298303,0.054010604,0.055726624,0.051801931,0.05440089,0.051652784,0.054321183,0.052500443,0.054466892,0.05518297,0.053382881,0.05572071,0.053645392,0.05545194,0.064769103,0.054794044,0.054250256,0.056248499,0.056442454,0.055999901,0.058405642,0.055830862,0.05354299,0.058910292,0.060293058,0.051911127,0.057483225,0.058403889,0.058533504,0.057401905,0.057073174,0.053929188,0.053952154,0.049288486,0.056826515,0.06021957,0.05682689,0.055641065,0.075668868,0.057861464,0.05192264,0.060998688,0.067788954,0.051737612,0.053145183,0.057542433,0.060467511,0.054169644,0.056024503,0.057290245,0.049966268,0.061873541,0.058825867,0.064204241,0.056972675,0.050973508,0.055645431,0.057943983,0.065519701,0.062759797
657,0.052140689,0.053095907,0.050218836,0.049275872,0.052654271,0.049266134,0.051645449,0.052867753,0.058196232,0.052023502,0.057183243,0.048058528,0.057071667,0.050040159,0.045766173,0.076126391,0.052131067,0.052268965,0.056667053,0.053338939,0.04976133,0.058945624,0.050681675,0.051671341,0.056832759,0.044430526,0.047233519,0.052976675,0.049492959,0.053445578,0.049304676,0.058499546,0.049994917,0.049809041,0.053399628,0.055159854,0.051223922,0.053826006,0.051180514,0.05392349,0.05187725,0.053804445,0.05458323,0.052736611,0.055072774,0.052888652,0.054962976,0.064048542,0.054359577,0.053892623,0.055834049,0.055897578,0.055374093,0.058012458,0.055170925,0.053137669,0.058176756,0.059641921,0.05155973,0.056825215,0.057815885,0.057819181,0.056920438,0.056522815,0.053468997,0.053568545,0.048929186,0.056142303,0.059619154,0.056389677,0.055158729,0.074959127,0.057419741,0.051465199,0.060342704,0.066878833,0.05144855,0.052700404,0.057079292,0.05996207,0.053588375,0.055399736,0.056858506,0.049607082,0.061218106,0.058352552,0.063453436,0.056316829,0.05066404,0.055111461,0.057377361,0.064927717,0.062184291
658,0.051534785,0.052506591,0.049742484,0.048865396,0.051991487,0.048677097,0.050894016,0.052381496,0.057554294,0.051501197,0.056465657,0.047531885,0.056342778,0.049543325,0.045193188,0.075321856,0.051684079,0.051645817,0.055665703,0.052560068,0.049176148,0.057998948,0.049853482,0.05109024,0.056124144,0.043902178,0.0466019,0.052253477,0.048854545,0.052615547,0.048699975,0.057885505,0.049497025,0.049251888,0.052654896,0.054512521,0.050549873,0.053187812,0.050639975,0.053529393,0.051169063,0.053112973,0.053922286,0.052002066,0.054381409,0.0520636,0.054411963,0.063223092,0.053850645,0.053493127,0.055333845,0.055297536,0.054719678,0.057544756,0.05451347,0.052660133,0.057330766,0.058969094,0.051118768,0.056110378,0.057235061,0.057034558,0.056317203,0.056035695,0.052952005,0.053108012,0.048481936,0.055485883,0.058937588,0.055850538,0.054616126,0.07416888,0.056937758,0.050981125,0.059654701,0.065866018,0.051132794,0.052187727,0.056584677,0.059390679,0.052948478,0.05471946,0.056344292,0.049206812,0.060511192,0.057825332,0.062622014,0.05560543,0.050312159,0.054569128,0.056732333,0.064262757,0.06158494
659,0.05096925,0.051961899,0.049304816,0.048428096,0.051389064,0.048104011,0.050178056,0.051913366,0.056952921,0.051005501,0.055760926,0.047018056,0.055651441,0.049005448,0.044676029,0.074570539,0.051263123,0.051087253,0.0546836,0.051836316,0.048617972,0.057091241,0.049080898,0.050549914,0.055452665,0.043396688,0.045971366,0.051576701,0.048282077,0.05180395,0.048134345,0.057288175,0.04906878,0.048724533,0.051956123,0.053908369,0.049921775,0.052538552,0.05008563,0.053126358,0.050467206,0.052456754,0.053275341,0.051287659,0.053728321,0.051276551,0.053879523,0.062424923,0.053366264,0.053101136,0.054887376,0.05472436,0.054083169,0.057074547,0.053860794,0.052208279,0.056527426,0.058350448,0.050736366,0.055448777,0.056649577,0.056303716,0.05576727,0.055575798,0.05247818,0.052646406,0.048068772,0.054798564,0.058305676,0.055327736,0.054165574,0.073357514,0.056430277,0.050536673,0.058995063,0.064873649,0.050848333,0.051709592,0.0560779,0.058844402,0.05235562,0.054046663,0.05586806,0.048814974,0.059820771,0.057309401,0.061815559,0.054943757,0.0499722,0.054070559,0.056132962,0.063625505,0.061030825
660,0.050508224,0.051508069,0.048912285,0.047962021,0.050875329,0.047567495,0.049542904,0.05149885,0.056407625,0.050528695,0.055041821,0.046590751,0.055045978,0.048484507,0.044285266,0.073837054,0.050857471,0.050616851,0.053737055,0.051205482,0.048114484,0.056254225,0.048401851,0.050085914,0.054841466,0.042929527,0.045400998,0.050955997,0.047788823,0.051015938,0.047633997,0.05675508,0.048731408,0.048246884,0.051368116,0.053366211,0.049378218,0.051927381,0.049541485,0.052720053,0.049832302,0.051854492,0.052674873,0.050618498,0.053129107,0.050562423,0.053390162,0.06167995,0.05293297,0.052714369,0.054523134,0.054191817,0.053465809,0.05663808,0.053224109,0.051817951,0.055807519,0.057780736,0.05044023,0.054856498,0.056084197,0.055651734,0.055321257,0.055112988,0.052064907,0.052224671,0.04772149,0.054088965,0.057743117,0.054860159,0.053803987,0.072555411,0.055926272,0.05013465,0.058382556,0.063944289,0.050595751,0.051287606,0.055579957,0.05834784,0.051834288,0.053407516,0.055452666,0.048454102,0.059172214,0.056830521,0.061077042,0.054346203,0.049659041,0.053601423,0.055622924,0.063037904,0.060520446
661,0.050049124,0.050994947,0.0485156,0.047529811,0.050274304,0.047047895,0.048896892,0.051145711,0.055860026,0.049994571,0.054337515,0.046133612,0.05441536,0.048064693,0.0438591,0.072961434,0.05045468,0.050065485,0.052708311,0.050543825,0.047612504,0.055366042,0.047640435,0.049574075,0.054190498,0.042424164,0.044882461,0.05030125,0.047263974,0.050243113,0.047134728,0.056236086,0.048295895,0.047722485,0.050767067,0.052748329,0.048798831,0.051388428,0.048977585,0.052343878,0.04927191,0.051256678,0.05208457,0.049890191,0.052503732,0.049854188,0.052878145,0.060842237,0.052467131,0.052255222,0.054102763,0.053613544,0.052804186,0.056208563,0.052640787,0.051420322,0.055035318,0.0571541,0.050072925,0.054213687,0.055620871,0.054952231,0.054837561,0.054650084,0.051607444,0.051812674,0.04732465,0.053465185,0.057107583,0.05435448,0.053308616,0.071745169,0.055471478,0.049685004,0.05777461,0.062995335,0.050297248,0.050820628,0.055108581,0.057823456,0.051291655,0.052768153,0.054973549,0.048103897,0.058523255,0.05634778,0.060352296,0.053695103,0.049326218,0.053062911,0.055124263,0.062405788,0.059956245
662,0.049643438,0.050562165,0.048231701,0.047184718,0.049788656,0.046603079,0.04830597,0.050789071,0.055383916,0.049592898,0.053720153,0.04580666,0.053870564,0.047696513,0.043451719,0.072203317,0.050079884,0.049595291,0.051802606,0.049966878,0.04716344,0.054580675,0.04702544,0.049201171,0.053633841,0.04199785,0.044389855,0.049709018,0.046807529,0.049547294,0.046708867,0.055743718,0.047970054,0.047282844,0.050224296,0.052256159,0.048276575,0.050863532,0.048489127,0.052014121,0.048791944,0.050695597,0.05159814,0.049213398,0.051947945,0.049216048,0.0524187,0.060113887,0.052083213,0.051880883,0.053735752,0.053077774,0.052192525,0.055835232,0.052092992,0.051063133,0.054289335,0.056553004,0.04974353,0.053655138,0.055105579,0.054320098,0.054390722,0.054230398,0.051193092,0.051398227,0.04700688,0.052901991,0.056573891,0.053935333,0.052868951,0.070928375,0.055136283,0.049291125,0.057229921,0.062088191,0.050035163,0.050433804,0.054710332,0.057364822,0.050838074,0.052204063,0.054556438,0.047815708,0.05794562,0.055916037,0.059700724,0.053122605,0.049071989,0.052605491,0.05466558,0.061775849,0.059467669
663,0.049267769,0.050150488,0.04798072,0.046857856,0.049389705,0.046214583,0.047788271,0.050441795,0.054955686,0.049249913,0.053188886,0.045498116,0.053377146,0.047336251,0.043081386,0.071522626,0.049734146,0.049190985,0.05096391,0.049447984,0.046769734,0.053873697,0.046490149,0.048868337,0.053160006,0.041642771,0.043930624,0.049178383,0.046379325,0.048902349,0.046311081,0.05525553,0.04767481,0.04689623,0.049725299,0.051818716,0.047807143,0.050368018,0.048060784,0.051716697,0.048327007,0.050185142,0.05114405,0.048594053,0.05145168,0.048635403,0.052006377,0.059462179,0.051722671,0.051545539,0.053402611,0.052584471,0.051642306,0.055469848,0.051576566,0.050707059,0.053603765,0.056006412,0.049444241,0.053139881,0.05459916,0.053729703,0.05395532,0.053839778,0.050818208,0.051016399,0.046713664,0.052358481,0.056115803,0.053555964,0.052492052,0.070106447,0.054821588,0.048926507,0.056732544,0.061227299,0.049794074,0.050069799,0.054311855,0.056946223,0.050417352,0.051688484,0.054178504,0.047544205,0.057397003,0.055525378,0.059088003,0.052606971,0.048829058,0.052214394,0.054229436,0.061187037,0.059014638
664,0.048907291,0.049717193,0.047699655,0.046508604,0.049017314,0.045856439,0.047350272,0.050142872,0.054552088,0.048890199,0.052715946,0.045120128,0.052899241,0.046980232,0.042769206,0.070840089,0.04942252,0.048825687,0.050135257,0.048953521,0.046429364,0.053205257,0.045952181,0.04847723,0.05273413,0.041333834,0.043519701,0.048693093,0.04595761,0.04828864,0.045912972,0.054779262,0.047322417,0.046524422,0.049263367,0.051353913,0.047382337,0.049938523,0.047659396,0.051439001,0.047849076,0.049743387,0.050673154,0.048024918,0.050995964,0.048091682,0.051631579,0.058832803,0.051338978,0.051196333,0.053080606,0.052129778,0.051144141,0.055085702,0.051098737,0.050340053,0.053001111,0.055530417,0.049161932,0.052628545,0.054183705,0.053166139,0.053524757,0.05347056,0.050469281,0.05070389,0.046398792,0.051827551,0.055671512,0.053166075,0.052154138,0.069312008,0.054445662,0.048560248,0.056268714,0.060422715,0.049563556,0.04968072,0.053868074,0.056539317,0.049981271,0.051193772,0.053806815,0.047260324,0.056849388,0.055163371,0.058492718,0.052109274,0.048548024,0.051850092,0.053816021,0.060671615,0.058557016
665,0.048639149,0.049452042,0.04756949,0.046318541,0.048725118,0.045545865,0.047004279,0.04994,0.054243186,0.048685757,0.052259413,0.044914546,0.052530268,0.046755074,0.042574825,0.070228702,0.04918633,0.04860493,0.049509034,0.04855281,0.046173756,0.052648122,0.045558458,0.04819324,0.052381653,0.04111349,0.043155565,0.04827,0.045711714,0.047798048,0.045649972,0.054453889,0.047049426,0.046261815,0.048934016,0.050995281,0.047071531,0.049614842,0.047302785,0.051200182,0.047520113,0.049421265,0.050371877,0.047551198,0.05063278,0.047605598,0.051347999,0.058321652,0.051089248,0.050950545,0.05285463,0.051781542,0.050698771,0.054817187,0.0506977,0.050120359,0.05250556,0.055157804,0.048970567,0.052251258,0.053808629,0.052789612,0.053239209,0.05319152,0.050180212,0.050460233,0.046214439,0.05143657,0.055246242,0.052866259,0.051890475,0.068682968,0.054145933,0.048263298,0.055902419,0.059752519,0.0494436,0.04941765,0.053537589,0.056216949,0.049657493,0.050785855,0.053510554,0.047079328,0.056432905,0.054874906,0.058021831,0.051669711,0.0483924,0.051552391,0.053524027,0.060250053,0.058208565
666,0.048422938,0.049283667,0.04748852,0.046153524,0.048491785,0.045345702,0.046742199,0.049806655,0.054009747,0.048578398,0.051922026,0.044791767,0.052245247,0.046607938,0.042410336,0.069733957,0.049010681,0.048410911,0.04897797,0.04825846,0.045976097,0.052221036,0.045218971,0.047995244,0.052136267,0.040951509,0.042926162,0.047993471,0.045534705,0.047378779,0.045470021,0.054184186,0.046897226,0.046081461,0.048682676,0.050740717,0.046830154,0.049377483,0.047012464,0.051065553,0.047270393,0.049182605,0.050126281,0.047188313,0.050348587,0.047220262,0.051135234,0.05791651,0.050881549,0.050773338,0.052658981,0.051494291,0.050341127,0.054612959,0.050347528,0.049942142,0.052094902,0.054792241,0.048820664,0.05195148,0.053502399,0.052422593,0.053025144,0.052993295,0.049962331,0.050252181,0.046071747,0.051141942,0.054895392,0.052607894,0.051729946,0.068125345,0.05391845,0.048039646,0.055617705,0.059210209,0.049348823,0.049229637,0.053297605,0.055975267,0.049434557,0.050476497,0.05327792,0.046959046,0.056070738,0.054621918,0.057651024,0.051357516,0.048307222,0.051300868,0.053282522,0.059870266,0.057970358
667,0.048247985,0.049135157,0.047425097,0.046008581,0.048304287,0.045230679,0.046537696,0.04970268,0.05380291,0.04850209,0.05166154,0.044691362,0.052009858,0.046507996,0.042280959,0.069298115,0.048880382,0.048240529,0.04851278,0.04803228,0.04582193,0.05190504,0.044924926,0.047852248,0.051941797,0.040810605,0.042790739,0.047794057,0.045371996,0.047039617,0.045329369,0.053933757,0.046812947,0.04594066,0.048470645,0.050536627,0.046629646,0.049193886,0.046773755,0.051001662,0.047048718,0.048976566,0.04988683,0.046901777,0.05011789,0.046916992,0.050958256,0.057573568,0.050685627,0.050630958,0.052493039,0.051248602,0.050045126,0.054442587,0.050043268,0.049774068,0.051750623,0.054444465,0.048684345,0.051688164,0.053256842,0.0520592,0.052824199,0.052851567,0.049788458,0.05009887,0.045937483,0.050870115,0.054647446,0.052368389,0.051598568,0.067599129,0.05373743,0.047877243,0.055386513,0.058746165,0.049265747,0.049062763,0.053108329,0.05576746,0.049264575,0.050221522,0.053089609,0.046866051,0.055746009,0.054394845,0.057345271,0.051124027,0.048256096,0.051069686,0.053067871,0.059515184,0.057771481
668,0.048126855,0.048948109,0.04740035,0.045954769,0.04815688,0.045125865,0.046360973,0.049590859,0.053575371,0.048404382,0.051362186,0.044585885,0.051792981,0.046442464,0.0422458,0.068822697,0.048786817,0.048158437,0.048135702,0.047817455,0.045706881,0.051655682,0.044720506,0.047730432,0.051703879,0.040663818,0.042636043,0.047526853,0.045219272,0.046820276,0.04519947,0.053712842,0.046695274,0.045799148,0.048281642,0.050314539,0.04646046,0.049034045,0.046557743,0.050920472,0.046829111,0.048759866,0.049662178,0.046634612,0.049914532,0.046641884,0.050785756,0.057242058,0.050518536,0.05050037,0.052395289,0.051045316,0.049756693,0.054293855,0.049794975,0.049643788,0.051459749,0.054196234,0.048557644,0.051441017,0.053043792,0.051802443,0.052607715,0.052740607,0.049613889,0.050042278,0.045824185,0.05055516,0.054495598,0.052152106,0.051382075,0.067110758,0.053573075,0.047755003,0.055179097,0.058298575,0.04922841,0.048875551,0.05292692,0.055536122,0.04908893,0.049957676,0.052926713,0.04678017,0.055484564,0.054204987,0.057075032,0.050858638,0.048222371,0.050841739,0.05289301,0.059198871,0.057518522
669,0.048095709,0.04888066,0.047456162,0.045893227,0.048058634,0.045108903,0.046278619,0.049553683,0.05350475,0.048413172,0.051221222,0.044568884,0.051657783,0.046422436,0.042233919,0.068544745,0.048799346,0.048074674,0.047820962,0.047741285,0.045634483,0.051457712,0.044597028,0.047644543,0.05157911,0.040628195,0.042554466,0.047391896,0.045187241,0.046649389,0.0451442,0.053569367,0.046644407,0.045746135,0.048207028,0.050229729,0.046383104,0.048985967,0.046458833,0.050905084,0.046695796,0.04866028,0.049570237,0.046465656,0.049789293,0.046433925,0.050724185,0.05703205,0.05041995,0.050458858,0.052331839,0.05089637,0.049583386,0.054186731,0.049618286,0.049637975,0.051232326,0.054070265,0.048514151,0.051281145,0.052902256,0.051604345,0.052531028,0.052732881,0.049493032,0.049980697,0.045802257,0.050412887,0.054292715,0.052042455,0.05128405,0.066740524,0.053526305,0.047688487,0.055036011,0.057992321,0.04922222,0.048764225,0.052807166,0.05542415,0.049001882,0.049833244,0.052829957,0.046749318,0.055313352,0.054064499,0.056947525,0.05068219,0.048250664,0.050716574,0.052798648,0.058985348,0.057402713
670,0.04810267,0.048845955,0.047545895,0.04587386,0.048002658,0.045102758,0.0462393,0.04955479,0.053464094,0.048487779,0.051117612,0.044554088,0.051600002,0.046431503,0.042242733,0.068346037,0.048803344,0.048039685,0.047603741,0.047717565,0.045612848,0.051320579,0.044546354,0.047611569,0.051553532,0.040633957,0.042531991,0.047349572,0.045204165,0.046512026,0.045107967,0.05346487,0.046636722,0.045767906,0.048173328,0.050200311,0.046369676,0.048988279,0.046411812,0.050924568,0.046629362,0.048599857,0.049528661,0.046359019,0.049724013,0.046330634,0.050704652,0.056872024,0.050381019,0.050448283,0.05228449,0.05081554,0.049465669,0.054115088,0.049471362,0.04961008,0.051103696,0.053972919,0.048505698,0.051183147,0.052801679,0.051447275,0.05246269,0.05276754,0.049425992,0.049963423,0.045782879,0.050326115,0.054154692,0.05199886,0.051277615,0.066431332,0.053505949,0.047652858,0.05494831,0.057789537,0.049260033,0.048703894,0.052731248,0.055349525,0.048981986,0.049761559,0.052779591,0.04675003,0.055174767,0.053968213,0.056876894,0.050566407,0.048333807,0.050663259,0.052707201,0.058841686,0.057353743
671,0.048124737,0.048808493,0.047660177,0.045926826,0.047993101,0.045088898,0.04622042,0.049581351,0.053389604,0.048595194,0.051006829,0.04453851,0.051605069,0.046470354,0.042289137,0.068151051,0.048769899,0.048082194,0.047498675,0.047688741,0.045649523,0.051263697,0.044543522,0.047625055,0.051577237,0.040654067,0.042557329,0.047339642,0.045227365,0.046420952,0.045087952,0.053374809,0.046654979,0.045839044,0.048148556,0.050172124,0.046384949,0.049004973,0.046370977,0.050965109,0.046605518,0.048546508,0.049479896,0.046300271,0.049712355,0.046316432,0.050703918,0.056729833,0.050377886,0.050465127,0.052267175,0.050793222,0.04937134,0.054090726,0.0493494,0.049531149,0.051069331,0.053874924,0.048513287,0.051127129,0.052731062,0.051327449,0.052361171,0.052820372,0.049415185,0.050009137,0.045741127,0.050223162,0.054143491,0.051973789,0.051303554,0.066165356,0.053461311,0.047635556,0.054906128,0.057649805,0.049337778,0.048677972,0.052693324,0.055271987,0.049005653,0.049706936,0.052767674,0.04676679,0.055056717,0.053917605,0.056823791,0.050495109,0.048459514,0.05064884,0.052617363,0.058747388,0.057319868
